STATION,PARM,RESULT,YEAR
08005600202,CRUT,1.85,2014
08005600202,CRUT,2.51,2014
08005600202,CRUT,0.831,2014
08005600202,CRUT,1.53,2014
08005600202,CRUT,1.9,2014
08005600202,CRUT,1.47,2014
08005600202,CRUT,0.838,2014
08005600302,CRUT,1.21,2014
08005600302,CRUT,1.56,2014
08005600302,CRUT,1.49,2014
08005600302,CRUT,0.603,2014
08005600302,CRUT,0.929,2014
08005600302,CRUT,1.07,2014
08005600302,CRUT,2.04,2014
08005600302,CRUT,0.953,2014
08005600902,CRUT,0.835,2014
08005600902,CRUT,1.08,2014
08005600902,CRUT,0.87,2014
08005600902,CRUT,0.554,2014
08005600902,CRUT,1,2014
08005600902,CRUT,1.94,2014
08005600902,CRUT,1.32,2014
08005600902,CRUT,0.417,2014
08005603902,CRUT,1.09,2014
08005603902,CRUT,1.14,2014
08005603902,CRUT,1.46,2014
08005603902,CRUT,1.17,2014
08005603902,CRUT,0.828,2014
08005603902,CRUT,1.88,2014
08005603902,CRUT,1.37,2014
08005603902,CRUT,0.792,2014
08007600102,CRUT,1.36,2014
08007600102,CRUT,1.15,2014
08007600102,CRUT,1.48,2014
08007600102,CRUT,1.28,2014
08007600102,CRUT,1.08,2014
08007600102,CRUT,1.53,2014
08007600102,CRUT,1.51,2014
08007600102,CRUT,0.634,2014
08010300102,CRUT,0.523,2014
08010300102,CRUT,1.02,2014
08010300102,CRUT,1.27,2014
08010300102,CRUT,1.53,2014
08010300102,CRUT,1.19,2014
08010300102,CRUT,0.474,2014
08010300102,CRUT,4.32,2014
08010300202,CRUT,0.91,2014
08012303002,CRUT,0.148,2014
08012303002,CRUT,0.895,2014
08012303002,CRUT,0.988,2014
08012303002,CRUT,1.13,2014
08012303002,CRUT,1.65,2014
08012303002,CRUT,0.791,2014
08012303002,CRUT,0.735,2014
08012303002,CRUT,3.58,2014
08012305102,CRUT,-0.0589,2014
08012305102,CRUT,0.515,2014
08012305102,CRUT,1.2,2014
08012305102,CRUT,1.48,2014
08012305102,CRUT,0.729,2014
08012305102,CRUT,1.35,2014
08012305102,CRUT,0.145,2014
08012305102,CRUT,1.21,2014
08012305302,CRUT,0.204,2014
08012305302,CRUT,1.03,2014
08012305302,CRUT,0.742,2014
08012305302,CRUT,1.28,2014
08012305302,CRUT,0.614,2014
08012305302,CRUT,0.535,2014
08012305302,CRUT,0.217,2014
08013500302,CRUT,1.21,2014
08013500302,CRUT,1.25,2014
08013500302,CRUT,0.497,2014
08013500302,CRUT,1.16,2014
08013500302,CRUT,1.64,2014
08013500302,CRUT,0.878,2014
08013500302,CRUT,2.05,2014
08013500302,CRUT,0.782,2014
08013500502,CRUT,1.19,2014
08013500502,CRUT,2.1,2014
08013500502,CRUT,0.424,2014
08013500502,CRUT,0.389,2014
08013500502,CRUT,0.874,2014
08013500502,CRUT,0.814,2014
08013500502,CRUT,1.61,2014
08013500502,CRUT,0.979,2014
08013500602,CRUT,0.212,2014
08013500602,CRUT,1.73,2014
08013500602,CRUT,0.416,2014
08013500602,CRUT,1.08,2014
08013500602,CRUT,1.2,2014
08013500602,CRUT,0.846,2014
08013500602,CRUT,1.07,2014
08013500602,CRUT,0.436,2014
09000100402,CRUT,2.46,2014
09000100402,CRUT,2.8,2014
09000100402,CRUT,1.82,2014
09000100402,CRUT,0.701,2014
09000100402,CRUT,2.38,2014
09000100402,CRUT,3.54,2014
09000100402,CRUT,0.195,2014
09000100402,CRUT,1.47,2014
09000100502,CRUT,2.46,2014
09000100502,CRUT,2.06,2014
09000100502,CRUT,1.54,2014
09000100502,CRUT,0.304,2014
09000100502,CRUT,1.63,2014
09000100502,CRUT,3.66,2014
09000100502,CRUT,0.0392,2014
09000100502,CRUT,0.821,2014
09000800502,CRUT,1.45,2014
09000800502,CRUT,1.3,2014
09000800502,CRUT,0.951,2014
09000800502,CRUT,-0.0153,2014
09000800502,CRUT,1.2,2014
09000800502,CRUT,1.37,2014
09000800502,CRUT,0.719,2014
09000800502,CRUT,0.0702,2014
09000800602,CRUT,1.6,2014
09000800602,CRUT,1.17,2014
09000800602,CRUT,0.563,2014
09000800602,CRUT,0.803,2014
09000800602,CRUT,1.35,2014
09000800602,CRUT,1.21,2014
09000800602,CRUT,0.454,2014
09000800602,CRUT,0.445,2014
09000800702,CRUT,0.659,2014
09000800702,CRUT,0.591,2014
09000800702,CRUT,0.685,2014
09000800702,CRUT,0.385,2014
09000800702,CRUT,1.24,2014
09000800702,CRUT,1.98,2014
09000800702,CRUT,0.371,2014
09000800702,CRUT,0.241,2014
09000902402,CRUT,0.263,2014
09000902402,CRUT,1.19,2014
09000902402,CRUT,1.38,2014
09000902402,CRUT,1.35,2014
09000902402,CRUT,1.03,2014
09000902402,CRUT,2.57,2014
09000902402,CRUT,1.08,2014
09000902402,CRUT,0.541,2014
10000100302,CRUT,1.08,2014
10000100302,CRUT,-0.0974,2014
10000100302,CRUT,0.185,2014
10000100302,CRUT,1.73,2014
10000100302,CRUT,2.91,2014
10000100302,CRUT,4.37,2014
10000100302,CRUT,1.52,2014
10000100302,CRUT,1.28,2014
10000100303,CRUT,1.93,2014
10000200202,CRUT,0.686,2014
10000200202,CRUT,1.15,2014
10000200202,CRUT,3.12,2014
10000200202,CRUT,2.25,2014
10000200202,CRUT,6.05,2014
10000200202,CRUT,2.34,2014
11000100502,CRUT,0.693,2014
11000100502,CRUT,0.962,2014
11000100502,CRUT,1.37,2014
11000100502,CRUT,1.19,2014
11000100502,CRUT,0.403,2014
11000100502,CRUT,0.85,2014
11000100502,CRUT,0.785,2014
11000100502,CRUT,0.443,2014
11000100702,CRUT,1.26,2014
11000100702,CRUT,0.479,2014
11000100702,CRUT,2.36,2014
11000100702,CRUT,1.51,2014
11000100702,CRUT,0.97,2014
11000100702,CRUT,2.98,2014
11000100702,CRUT,1.63,2014
11000100702,CRUT,0.477,2014
11000101202,CRUT,0.773,2014
11000101202,CRUT,0.568,2014
11000101202,CRUT,1.68,2014
11000101202,CRUT,0.626,2014
11000101202,CRUT,1.61,2014
11000101202,CRUT,1.96,2014
11000101202,CRUT,1.72,2014
11000101202,CRUT,0.765,2014
11000101302,CRUT,1.06,2014
11000101302,CRUT,0.767,2014
11000101302,CRUT,2.78,2014
11000101302,CRUT,2.11,2014
11000101302,CRUT,1.32,2014
11000101302,CRUT,1.81,2014
11000101302,CRUT,1.56,2014
11000101302,CRUT,1.32,2014
12000200402,CRUT,0.159,2014
12000200402,CRUT,0.8,2014
12000200402,CRUT,1.43,2014
12000200402,CRUT,1.26,2014
12000200402,CRUT,0.921,2014
12000200402,CRUT,0.301,2014
12000201002,CRUT,1.05,2014
12000201002,CRUT,1.06,2014
12000201002,CRUT,1.04,2014
12000201002,CRUT,1.32,2014
12000201002,CRUT,1.63,2014
12000201002,CRUT,2.59,2014
12000400202,CRUT,0.26,2014
12000400202,CRUT,1.39,2014
12000400202,CRUT,0.403,2014
12000400202,CRUT,-0.211,2014
12000400202,CRUT,0.437,2014
12000400202,CRUT,0.813,2014
12000400202,CRUT,0.289,2014
12001700102,CRUT,0.322,2014
12001700102,CRUT,1.47,2014
12001700102,CRUT,0.68,2014
12001700102,CRUT,-0.0162,2014
12001700102,CRUT,0.57,2014
12001700102,CRUT,0.751,2014
12001700102,CRUT,0.194,2014
12001700402,CRUT,-0.235,2014
12002700102,CRUT,1.41,2014
12002700102,CRUT,0.716,2014
12002700102,CRUT,0.727,2014
12002700102,CRUT,1.77,2014
12002700102,CRUT,1.31,2014
12002700102,CRUT,0.338,2014
12003100102,CRUT,0.286,2014
12003100102,CRUT,3.33,2014
12003100102,CRUT,1,2014
12003100102,CRUT,0.455,2014
12003100102,CRUT,0.801,2014
12003100102,CRUT,1.07,2014
12003100102,CRUT,0.493,2014
12003300102,CRUT,0.0158,2014
12003400102,CRUT,0.185,2014
12003400102,CRUT,2.23,2014
12003400102,CRUT,1.11,2014
12003400102,CRUT,1.67,2014
12003400102,CRUT,1.05,2014
12003400102,CRUT,1.16,2014
12003400102,CRUT,-0.0397,2014
12007300302,CRUT,0.0843,2014
12007300302,CRUT,2.26,2014
12007300302,CRUT,1.31,2014
12007300302,CRUT,1.79,2014
12007300302,CRUT,2.03,2014
12007300302,CRUT,0.723,2014
12007300802,CRUT,0.237,2014
12007300802,CRUT,0.953,2014
12007300802,CRUT,1.49,2014
12007300802,CRUT,1.44,2014
12007300802,CRUT,0.612,2014
12007301102,CRUT,0.281,2014
12007301102,CRUT,1.76,2014
12007301102,CRUT,1.37,2014
12007301102,CRUT,1.11,2014
12007301102,CRUT,1.97,2014
12007301102,CRUT,0.734,2014
12007301502,CRUT,0.691,2014
12007301502,CRUT,1.11,2014
12007301502,CRUT,1.47,2014
12007301502,CRUT,1.23,2014
12007301502,CRUT,1.56,2014
12007301502,CRUT,0.621,2014
12008000302,CRUT,0.801,2014
12008000302,CRUT,2.23,2014
12008000302,CRUT,2.96,2014
12008000302,CRUT,1.82,2014
12008000302,CRUT,1.49,2014
12008000302,CRUT,1.45,2014
12008600102,CRUT,0.845,2014
12008600102,CRUT,1.38,2014
12008600102,CRUT,2.47,2014
12008600102,CRUT,1.64,2014
12008600102,CRUT,1.71,2014
12008600102,CRUT,2.29,2014
12008600202,CRUT,0.384,2014
12008600202,CRUT,1.7,2014
12008600202,CRUT,2.62,2014
12008600202,CRUT,0.901,2014
12008600202,CRUT,1.19,2014
12008600202,CRUT,0.868,2014
12008600402,CRUT,0.0206,2014
12008600402,CRUT,1.82,2014
12008600402,CRUT,0.621,2014
12008600402,CRUT,0.784,2014
12008600402,CRUT,1.35,2014
12008600402,CRUT,0.279,2014
12008601102,CRUT,0.187,2014
12008601102,CRUT,1.44,2014
12008601102,CRUT,0.603,2014
12008601102,CRUT,0.579,2014
12008601102,CRUT,0.871,2014
12008601102,CRUT,0.256,2014
13000300102,CRUT,2.5,2014
13000300102,CRUT,1.08,2014
13000800102,CRUT,2.32,2014
13000800102,CRUT,0.866,2014
13001100102,CRUT,1.51,2014
13001100102,CRUT,1.24,2014
13001100202,CRUT,1.31,2014
13001100202,CRUT,0.678,2014
13001101002,CRUT,1.44,2014
13001101002,CRUT,0.794,2014
13013301902,CRUT,1.37,2014
14002800302,CRUT,1.91,2014
14002800302,CRUT,2.74,2014
14002800302,CRUT,3.32,2014
14002800302,CRUT,4.26,2014
14002800302,CRUT,4.62,2014
14002800302,CRUT,2.2,2014
14002800302,CRUT,1.11,2014
14002801202,CRUT,0.711,2014
14002801202,CRUT,0.6,2014
14002801202,CRUT,0.67,2014
14002801202,CRUT,0.695,2014
14002801202,CRUT,0.628,2014
14002801202,CRUT,0.867,2014
14002801202,CRUT,0.691,2014
14002803002,CRUT,1.38,2014
14002803002,CRUT,0.84,2014
14002803002,CRUT,1.2,2014
14002803002,CRUT,1.41,2014
14002803002,CRUT,1.4,2014
14002803002,CRUT,1.36,2014
14002803002,CRUT,0.739,2014
14002808902,CRUT,0.575,2014
14002808902,CRUT,0.643,2014
14002808902,CRUT,0.532,2014
14002808902,CRUT,1.81,2014
14002808902,CRUT,0.913,2014
14002808902,CRUT,0.653,2014
14002808902,CRUT,0.147,2014
14002809002,CRUT,0.81,2014
14002809002,CRUT,0.614,2014
14002809002,CRUT,1.61,2014
14002809002,CRUT,0.982,2014
14002809002,CRUT,1.3,2014
14002809002,CRUT,0.538,2014
14002809102,CRUT,0.526,2014
14002809102,CRUT,0.867,2014
14002809102,CRUT,0.541,2014
14002809102,CRUT,1.72,2014
14002809102,CRUT,0.882,2014
14002809102,CRUT,1.12,2014
14002809102,CRUT,0.859,2014
16001800202,CRUT,0.969,2014
16001800202,CRUT,0.987,2014
16001800202,CRUT,0.981,2014
16001800202,CRUT,3.19,2014
16001800202,CRUT,1.36,2014
16001800202,CRUT,1.07,2014
16001800202,CRUT,1.63,2014
16002700102,CRUT,0.742,2014
16002700102,CRUT,1.16,2014
16002700102,CRUT,1.77,2014
16002700102,CRUT,1.69,2014
16002700102,CRUT,4.64,2014
16002700102,CRUT,1.36,2014
16002700102,CRUT,2.28,2014
16002700102,CRUT,2.04,2014
16003000302,CRUT,1.01,2014
16003000302,CRUT,0.523,2014
16003000302,CRUT,1.11,2014
16003000302,CRUT,3.19,2014
16003000302,CRUT,1.47,2014
16003000302,CRUT,1.09,2014
16003000302,CRUT,1.7,2014
16003200102,CRUT,0.882,2014
16003200102,CRUT,0.551,2014
16003200102,CRUT,1.05,2014
16003200102,CRUT,0.826,2014
16003200102,CRUT,0.433,2014
16003200102,CRUT,3.08,2014
16003200102,CRUT,1.26,2014
16003200102,CRUT,0.447,2014
16003200102,CRUT,1.69,2014
16003200202,CRUT,0.826,2014
16003200202,CRUT,1.43,2014
16003200202,CRUT,1.07,2014
16003200202,CRUT,0.589,2014
16003200202,CRUT,1.32,2014
16003200202,CRUT,3.02,2014
16003200202,CRUT,1.29,2014
16003200202,CRUT,1.74,2014
16003200202,CRUT,1.69,2014
16007200102,CRUT,0.807,2014
16007200102,CRUT,2.07,2014
16007200102,CRUT,2.31,2014
16007200102,CRUT,1.21,2014
16007200102,CRUT,2.34,2014
16007200102,CRUT,2.73,2014
16007200102,CRUT,0.997,2014
16007200102,CRUT,1.07,2014
16008700502,CRUT,1.57,2014
16008700502,CRUT,2.83,2014
16008700502,CRUT,1.97,2014
16008700502,CRUT,2.35,2014
16008700502,CRUT,2.02,2014
16008700502,CRUT,1.3,2014
16008700602,CRUT,1.43,2014
16008700602,CRUT,1.92,2014
16008700602,CRUT,0.927,2014
16008700602,CRUT,1.9,2014
16008700602,CRUT,2.48,2014
16008700602,CRUT,0.902,2014
16008701002,CRUT,1.35,2014
16008701002,CRUT,1.23,2014
16008701002,CRUT,1.65,2014
16008701002,CRUT,1.84,2014
16008701002,CRUT,2.23,2014
16008701002,CRUT,1.35,2014
16008701502,CRUT,1.7,2014
16008701502,CRUT,2.3,2014
16008701502,CRUT,1.13,2014
16008701502,CRUT,1.86,2014
16008701502,CRUT,1.95,2014
16008701502,CRUT,1.33,2014
16010900802,CRUT,1.39,2014
16010900802,CRUT,0.949,2014
16010900802,CRUT,1.16,2014
16010900802,CRUT,1.5,2014
16010900802,CRUT,2.52,2014
16010900802,CRUT,2.24,2014
16010900802,CRUT,1.02,2014
16010900802,CRUT,0.809,2014
16012401102,CRUT,1.16,2014
16012401102,CRUT,1.3,2014
16012401102,CRUT,1.46,2014
16012401102,CRUT,1.17,2014
16012401102,CRUT,1.26,2014
16012401102,CRUT,1.36,2014
16012401102,CRUT,0.315,2014
16012401102,CRUT,0.346,2014
16015900302,CRUT,1.11,2014
16015900302,CRUT,1.18,2014
16015900302,CRUT,1.53,2014
16015900302,CRUT,1.37,2014
16015900302,CRUT,0.864,2014
16015900302,CRUT,1.76,2014
16015900302,CRUT,0.575,2014
16015900302,CRUT,0.363,2014
16016400102,CRUT,1.5,2014
16016400102,CRUT,0.573,2014
16016400102,CRUT,1.45,2014
16016400102,CRUT,0.93,2014
16016400102,CRUT,1.93,2014
16016400102,CRUT,1.33,2014
16016400102,CRUT,0.634,2014
16016400102,CRUT,0.936,2014
16018401002,CRUT,1.15,2014
16018401002,CRUT,1.09,2014
16018401002,CRUT,1.69,2014
16018401002,CRUT,1.39,2014
16018401002,CRUT,1.12,2014
16018401002,CRUT,0.745,2014
16018401002,CRUT,1.29,2014
16018401002,CRUT,3.63,2014
16018401002,CRUT,1.87,2014
16018401002,CRUT,1.54,2014
16018401002,CRUT,0.94,2014
16018401202,CRUT,0.599,2014
16018401202,CRUT,0.877,2014
16018401202,CRUT,6.04,2014
16018401202,CRUT,1.08,2014
16018401202,CRUT,0.797,2014
16018401202,CRUT,1.6,2014
16018401202,CRUT,2.87,2014
16018401202,CRUT,2.02,2014
16018401202,CRUT,1.75,2014
16018401202,CRUT,1.36,2014
16018401502,CRUT,1.66,2014
16018401502,CRUT,1.08,2014
16018401502,CRUT,1.19,2014
16018401502,CRUT,1.14,2014
16018401502,CRUT,2.37,2014
16018401502,CRUT,1.25,2014
16018401502,CRUT,1.56,2014
16018401502,CRUT,0.392,2014
16018401602,CRUT,2.07,2014
16018401602,CRUT,1.06,2014
16018401602,CRUT,1.18,2014
16018401602,CRUT,1.55,2014
16018401602,CRUT,2.02,2014
16018401602,CRUT,1.47,2014
16018401602,CRUT,2.1,2014
16018402702,CRUT,1.02,2014
16018402702,CRUT,1.18,2014
16018402702,CRUT,1.18,2014
16018402702,CRUT,1.39,2014
16018402702,CRUT,1.19,2014
16018402702,CRUT,1.86,2014
16018402702,CRUT,1.46,2014
16018402702,CRUT,1.61,2014
16018402702,CRUT,1.48,2014
16018402702,CRUT,1.26,2014
16018402702,CRUT,2.6,2014
16018403402,CRUT,0.551,2014
16018403402,CRUT,1.61,2014
16018403402,CRUT,0.831,2014
16018403402,CRUT,1.14,2014
16018403402,CRUT,2.16,2014
16018403402,CRUT,1.5,2014
16018403402,CRUT,1.07,2014
16018403403,CRUT,1.1,2014
16018403502,CRUT,1.19,2014
16018403502,CRUT,0.785,2014
16018403502,CRUT,0.445,2014
16018403602,CRUT,1.01,2014
16018403602,CRUT,1.29,2014
16018403602,CRUT,1.95,2014
16018403602,CRUT,1.69,2014
16018404102,CRUT,1.27,2014
16018404102,CRUT,1.32,2014
16018404102,CRUT,1.18,2014
16018403602,CRUT,1.76,2014
16018403602,CRUT,2.61,2014
16018403602,CRUT,1.6,2014
16018403602,CRUT,1.04,2014
16018404102,CRUT,0.868,2014
16018404102,CRUT,2.05,2014
16018404102,CRUT,1.68,2014
16018404102,CRUT,0.91,2014
16018409302,CRUT,1.18,2014
16018409302,CRUT,1.67,2014
16018409302,CRUT,3.55,2014
16018409302,CRUT,1.5,2014
16018409302,CRUT,2.64,2014
16018409302,CRUT,1.58,2014
16018409302,CRUT,1.37,2014
16018409302,CRUT,1.84,2014
16018409302,CRUT,0.719,2014
16018409302,CRUT,2.02,2014
16018411702,CRUT,2.38,2014
16018411702,CRUT,2.17,2014
16018411702,CRUT,1.7,2014
16018411702,CRUT,2.21,2014
16018411702,CRUT,1.53,2014
17000800202,CRUT,2.19,2014
17000800202,CRUT,0.781,2014
17000800202,CRUT,1.13,2014
17000800202,CRUT,1.06,2014
17002100302,CRUT,1.44,2014
17002100302,CRUT,0.945,2014
17002100302,CRUT,0.501,2014
17002100302,CRUT,0.557,2014
17002100302,CRUT,0.548,2014
17002100302,CRUT,0.929,2014
17002100702,CRUT,0.997,2014
17002100702,CRUT,2.21,2014
17002100702,CRUT,0.672,2014
17002100702,CRUT,1.24,2014
17002100702,CRUT,1.8,2014
17002100702,CRUT,1.34,2014
17002100702,CRUT,0.633,2014
17002100802,CRUT,0.836,2014
17002100802,CRUT,1.44,2014
17002100802,CRUT,0.395,2014
17002100802,CRUT,0.691,2014
17002100802,CRUT,0.912,2014
17002100802,CRUT,0.424,2014
17002100802,CRUT,0.459,2014
17002102102,CRUT,-0.205,2014
17002102102,CRUT,0.51,2014
17002102102,CRUT,1.44,2014
17002102102,CRUT,0.547,2014
17002102102,CRUT,0.522,2014
17002102102,CRUT,0.82,2014
17002102102,CRUT,0.427,2014
17002102102,CRUT,0.341,2014
17002102302,CRUT,0.573,2014
17002102302,CRUT,0.583,2014
17002102302,CRUT,0.921,2014
17002102302,CRUT,0.425,2014
17002102302,CRUT,0.672,2014
17002102302,CRUT,0.887,2014
17002102302,CRUT,0.775,2014
17002102302,CRUT,0.431,2014
17002102502,CRUT,0.103,2014
17002102502,CRUT,0.521,2014
17002102502,CRUT,1.19,2014
17002102502,CRUT,0.212,2014
17002102502,CRUT,0.815,2014
17002102502,CRUT,0.641,2014
17002102502,CRUT,0.387,2014
17002102502,CRUT,0.608,2014
17002103802,CRUT,1.36,2014
17002103802,CRUT,1.2,2014
17002103802,CRUT,0.568,2014
17002103802,CRUT,0.961,2014
17002103802,CRUT,1.51,2014
17002103802,CRUT,1.27,2014
17002103802,CRUT,0.246,2014
17002104012,CRUT,0.809,2014
17002104102,CRUT,0.514,2014
17002104102,CRUT,0.847,2014
17002104102,CRUT,1.59,2014
17002104102,CRUT,0.786,2014
17002104102,CRUT,0.753,2014
17002104102,CRUT,1.42,2014
17002104102,CRUT,0.777,2014
17002104602,CRUT,1.09,2014
17002104602,CRUT,1.22,2014
17002104602,CRUT,1.22,2014
17002104602,CRUT,1.17,2014
17002104602,CRUT,1.25,2014
17002104602,CRUT,0.419,2014
17002104602,CRUT,2.38,2014
17002104602,CRUT,1.17,2014
17002105202,CRUT,0.221,2014
17002105202,CRUT,0.836,2014
17002105202,CRUT,-0.00103,2014
17002105202,CRUT,0.327,2014
17002105202,CRUT,0.169,2014
17002105202,CRUT,0.411,2014
17002105202,CRUT,0.353,2014
17002105402,CRUT,0.0811,2014
17002105402,CRUT,0.508,2014
17002105402,CRUT,0.951,2014
17002105402,CRUT,0.389,2014
17002105402,CRUT,0.882,2014
17002105402,CRUT,0.214,2014
17002105402,CRUT,0.433,2014
17002105402,CRUT,0.088,2014
17002105702,CRUT,0.517,2014
17002105702,CRUT,0.725,2014
17002105702,CRUT,2.11,2014
17002105702,CRUT,0.385,2014
17002105702,CRUT,0.714,2014
17002105702,CRUT,0.0538,2014
17002105702,CRUT,1.57,2014
17002105702,CRUT,1.29,2014
17002106502,CRUT,0.662,2014
17002106502,CRUT,1.35,2014
17002106502,CRUT,0.408,2014
17002106502,CRUT,0.517,2014
17002106502,CRUT,0.34,2014
17002106502,CRUT,0.839,2014
17002106702,CRUT,0.599,2014
17002106702,CRUT,1.65,2014
17002106702,CRUT,0.343,2014
17002106702,CRUT,0.689,2014
17002106702,CRUT,1.18,2014
17002106702,CRUT,0.907,2014
17002106702,CRUT,0.179,2014
17002106802,CRUT,1.01,2014
17002106802,CRUT,0.926,2014
17002106802,CRUT,0.733,2014
17002106802,CRUT,0.881,2014
17002106802,CRUT,-0.00734,2014
17002106802,CRUT,0.947,2014
17002106802,CRUT,1.44,2014
17002107102,CRUT,1.24,2014
17002107102,CRUT,1.58,2014
17002107102,CRUT,2.35,2014
17002107102,CRUT,1.36,2014
17002107102,CRUT,1.87,2014
17002107102,CRUT,0.764,2014
17002107102,CRUT,1.86,2014
17002107102,CRUT,1.72,2014
17002107402,CRUT,0.225,2014
17002107402,CRUT,1.03,2014
17002107402,CRUT,1.96,2014
17002107402,CRUT,0.17,2014
17002107402,CRUT,0.764,2014
17002107402,CRUT,1.56,2014
17002107402,CRUT,1.37,2014
17002107402,CRUT,0.261,2014
17002107502,CRUT,0.455,2014
17002107502,CRUT,0.696,2014
17002107502,CRUT,0.959,2014
17002107502,CRUT,0.501,2014
17002107502,CRUT,0.965,2014
17002107502,CRUT,0.565,2014
17002107502,CRUT,0.432,2014
17002107502,CRUT,0.434,2014
17002107702,CRUT,1.4,2014
17002107702,CRUT,1.54,2014
17002107702,CRUT,0.922,2014
17002107702,CRUT,1.28,2014
17002107702,CRUT,1.35,2014
17002107702,CRUT,1.96,2014
17002107702,CRUT,0.776,2014
17002108602,CRUT,1.03,2014
17002108602,CRUT,1.25,2014
17002108602,CRUT,0.916,2014
17002108602,CRUT,0.527,2014
17002108602,CRUT,1.52,2014
17002108602,CRUT,0.876,2014
17002109202,CRUT,1.52,2014
17002109202,CRUT,0.993,2014
17002109202,CRUT,0.653,2014
17002109202,CRUT,0.386,2014
17002109202,CRUT,0.738,2014
17002109209,CRUT,0.808,2014
17002109502,CRUT,0.591,2014
17002109502,CRUT,1.15,2014
17002109502,CRUT,0.518,2014
17002109502,CRUT,0.59,2014
17002109502,CRUT,0.55,2014
17002109502,CRUT,0.824,2014
17002111802,CRUT,0.684,2014
17002111802,CRUT,0.728,2014
17002111802,CRUT,1.79,2014
17002111802,CRUT,0.643,2014
17002111802,CRUT,1,2014
17002111802,CRUT,0.444,2014
17002111802,CRUT,0.945,2014
17002111802,CRUT,0.684,2014
17002111902,CRUT,0.49,2014
17002111902,CRUT,1.09,2014
17002111902,CRUT,2.12,2014
17002111902,CRUT,1.03,2014
17002111902,CRUT,1.13,2014
17002111902,CRUT,1.69,2014
17002111902,CRUT,1.69,2014
17002112802,CRUT,0.883,2014
17002112802,CRUT,1.25,2014
17002112802,CRUT,1.49,2014
17002112802,CRUT,1.26,2014
17002112802,CRUT,1.24,2014
17002112802,CRUT,0.448,2014
17002112802,CRUT,1.15,2014
17002112802,CRUT,2.05,2014
17002113002,CRUT,0.339,2014
17002113002,CRUT,0.767,2014
17002113002,CRUT,1.54,2014
17002113002,CRUT,0.398,2014
17002113002,CRUT,1.39,2014
17002113002,CRUT,1.2,2014
17002113002,CRUT,1.11,2014
17002113002,CRUT,0.659,2014
17002113302,CRUT,0.992,2014
17002113302,CRUT,1.02,2014
17002113302,CRUT,2.13,2014
17002113302,CRUT,2.45,2014
17002113302,CRUT,1.7,2014
17002113302,CRUT,1.21,2014
17002113302,CRUT,1.23,2014
17002113302,CRUT,1.93,2014
17002113602,CRUT,0.378,2014
17002113602,CRUT,1.17,2014
17002113602,CRUT,1.59,2014
17002113602,CRUT,0.801,2014
17002113602,CRUT,1.85,2014
17002113602,CRUT,0.997,2014
17002113602,CRUT,1.73,2014
17002113602,CRUT,0.388,2014
17002113702,CRUT,0.763,2014
17002113702,CRUT,1.19,2014
17002113702,CRUT,1.92,2014
17002113702,CRUT,0.756,2014
17002113702,CRUT,1.62,2014
17002113702,CRUT,1.73,2014
17002113702,CRUT,1.8,2014
17002113702,CRUT,0.812,2014
17002114002,CRUT,0.977,2014
17002114002,CRUT,1.99,2014
17002114002,CRUT,0.572,2014
17002114002,CRUT,1.26,2014
17002114002,CRUT,0.555,2014
17002114002,CRUT,1.31,2014
17002114002,CRUT,0.938,2014
17002114102,CRUT,0.979,2014
17002114102,CRUT,1.72,2014
17002114102,CRUT,0.298,2014
17002114102,CRUT,0.445,2014
17002114102,CRUT,0.838,2014
17002114102,CRUT,1.06,2014
17002114102,CRUT,0.405,2014
17002114502,CRUT,1.01,2014
17002114502,CRUT,1.04,2014
17002114502,CRUT,0.447,2014
17002114502,CRUT,0.967,2014
17002114502,CRUT,0.142,2014
17002114502,CRUT,0.746,2014
17002115502,CRUT,1.57,2014
17002115502,CRUT,1.38,2014
17002115502,CRUT,2.54,2014
17002115502,CRUT,1.45,2014
17002115502,CRUT,1.14,2014
17002115502,CRUT,0.585,2014
17002115502,CRUT,1.97,2014
17002115502,CRUT,1.64,2014
17002115602,CRUT,1.08,2014
17002115602,CRUT,1.53,2014
17002115602,CRUT,1.16,2014
17002115602,CRUT,1.45,2014
17002115602,CRUT,1.19,2014
17002115602,CRUT,0.899,2014
17002115602,CRUT,1.65,2014
17002115602,CRUT,1.86,2014
17002600102,CRUT,0.393,2014
17002600102,CRUT,0.214,2014
17002600102,CRUT,1.21,2014
17002600102,CRUT,1.74,2014
17002600102,CRUT,0.271,2014
17002600202,CRUT,0.899,2014
17002600202,CRUT,1.42,2014
17002600202,CRUT,0.148,2014
17002600202,CRUT,1.12,2014
17002600202,CRUT,1.05,2014
17002600202,CRUT,0.223,2014
17002600302,CRUT,0.686,2014
17002600302,CRUT,0.807,2014
17002600302,CRUT,1.7,2014
17002600302,CRUT,-0.0303,2014
17002600302,CRUT,0.441,2014
17002600302,CRUT,1.01,2014
17002600302,CRUT,0.0927,2014
17002600302,CRUT,0.171,2014
17002600402,CRUT,0.547,2014
17002600402,CRUT,0.972,2014
17002600402,CRUT,0.449,2014
17002600402,CRUT,0.519,2014
17002600402,CRUT,0.569,2014
17002600402,CRUT,0.165,2014
17002600602,CRUT,0.757,2014
17002600602,CRUT,1.68,2014
17002600602,CRUT,0.307,2014
17002600602,CRUT,0.834,2014
17002600602,CRUT,0.641,2014
17002600602,CRUT,0.18,2014
17002600702,CRUT,0.597,2014
17002600702,CRUT,1.19,2014
